Combination,Cohesive energy,Melting point,Volume,Density,Average mass,Covalent radius(pm),Atomic mismatch,Mulliken,Pauling,Pseudopotential,Min radius,ENTROPY,VEC,Enthalpy 
"('Ti', 'Zr', 'Sc', 'V', 'Ga')",4.6340000000000000,1667.2,11.957400000000000,5.184000000000000,60.941800000000000,114.0,0.0803877562693764,3.4294,1.534,1.916,0.40625,13.380,3.8,-15.36
"('Ti', 'Zr', 'Sc', 'V', 'Ni')",4.96,1951.8,10.9148,5.7822,58.7364,110.0,0.0723316447013901,3.679,1.554,2.013,0.40625,13.380,5.2,-20.48
"('Ti', 'Zr', 'Sc', 'V', 'Y')",4.946,1965.8,13.5728,4.8958000000000000,64.77900000000000,114.6,0.113592366849412,3.452,1.416,2.165,0.351351,13.380,3.8,8.8
"('Ti', 'Zr', 'Sc', 'V', 'Nb')",5.586,2155.6,11.7628,5.718000000000000,65.57900000000000,113.0,0.0630858401054124,3.567,1.492,2.129,0.40625,13.380,4.2,5.76
"('Ti', 'Zr', 'Sc', 'V', 'Mo')",5.436,2184.6,11.472800000000000,6.042,66.18780000000000,112.4,0.0630858401054124,3.583,1.604,2.121,0.40625,13.380,4.4,2.24
"('Ti', 'Zr', 'Sc', 'V', 'Tc')",5.442,2095.6,11.3228,6.202,66.5792,111.8,0.0723316447013901,3.5823,1.552,2.107,0.40625,13.380,4.6,-22.24
"('Ti', 'Zr', 'Sc', 'V', 'Ru')",5.42,2123.2,11.2308,6.422,67.21180000000000,110.4,0.0803877562693764,3.6399,1.612,2.098,0.40625,13.380,4.8,-25.28
"('Ti', 'Zr', 'Sc', 'V', 'Ta')",5.692,2261.2,11.7668,7.282000000000000,83.18780000000000,113.6,0.0630858401054124,3.5866,1.472,2.135,0.40625,13.380,4.2,5.12
"('Ti', 'Zr', 'Sc', 'V', 'W')",5.852000000000000,2343.2,11.4908,7.8512,83.76580000000000,112.8,0.0723316447013901,3.6669,1.644,2.124,0.40625,13.380,4.4,0.96
"('Ti', 'Zr', 'Sc', 'V', 'Ir')",5.46,2143.2,11.3008,8.5138,85.44180000000000,111.2,0.0723316447013901,3.8527,1.612,2.1026,0.40625,13.380,5.0,-34.56
"('Ti', 'Zr', 'Sc', 'V', 'Au')",4.834,1874.0,11.6388,7.862,86.39180000000000,114.4,0.0723316447013901,3.9531,1.68,2.109,0.40625,13.380,5.4,-32.16
"('Ti', 'Zr', 'Sc', 'V', 'Al')",4.75,1793.2,11.5968,4.542,52.3942,112.0,0.0900985924945809,3.4419,1.494,1.912,0.40625,13.380,3.8,-18.4
"('Ti', 'Zr', 'Sc', 'V', 'In')",4.576,1692.6,12.7488,5.4640000000000000,69.96180000000000,119.0,0.0650695282874666,3.41642,1.528,1.987,0.40625,13.380,3.8,-5.6
"('Ti', 'Zr', 'Sc', 'V', 'La')",4.966000000000000,1845.2,14.074000000000000,5.232000000000000,74.7798,117.6,0.134514089693904,3.40672,1.392,2.193,0.333,13.380,3.8,11.2
"('Ti', 'Zr', 'Sc', 'Cr', 'Ga')",4.3920000000000000,1660.6,11.7394,5.414,61.15260000000000,113.4,0.0755479389662304,3.4462,1.54,1.918,0.40625,13.380,4.0,-17.28
"('Ti', 'Zr', 'Sc', 'Cr', 'Ni')",4.718,1945.2,10.696800000000000,6.0122,58.94720000000000,109.4,0.066406573389264,3.6958,1.56,2.015,0.40625,13.380,5.4,-21.76
"('Ti', 'Zr', 'Sc', 'Cr', 'Y')",4.704,1959.2,13.354800000000000,5.1258,64.98980000000000,114.0,0.106108624084917,3.4688,1.422,2.167,0.351351,13.380,4.0,4.8
"('Ti', 'Zr', 'Sc', 'Cr', 'Nb')",5.344000000000000,2149.0,11.5448,5.948,65.78980000000000,112.4,0.0548921513826755,3.5838,1.498,2.131,0.40625,13.380,4.4,1.76
"('Ti', 'Zr', 'Sc', 'Cr', 'Mo')",5.194,2178.0,11.254800000000000,6.272,66.39860000000000,111.8,0.0548921513826755,3.5998,1.61,2.123,0.40625,13.380,4.6,-0.8
"('Ti', 'Zr', 'Sc', 'Cr', 'Tc')",5.2,2089.0,11.104800000000000,6.4320000000000000,66.79,111.2,0.066406573389264,3.5991,1.558,2.109,0.40625,13.380,4.8,-23.36
"('Ti', 'Zr', 'Sc', 'Cr', 'Ru')",5.178,2116.6,11.012800000000000,6.652000000000000,67.42260000000000,109.8,0.0755479389662304,3.6567,1.618,2.1,0.40625,13.380,5.0,-26.24
"('Ti', 'Zr', 'Sc', 'Cr', 'Ta')",5.45,2254.6,11.548800000000000,7.5120000000000000,83.39860000000000,113.0,0.0548921513826755,3.6034,1.478,2.137,0.40625,13.380,4.4,1.12
"('Ti', 'Zr', 'Sc', 'Cr', 'W')",5.610000000000000,2336.6,11.2728,8.081200000000000,83.9766,112.2,0.066406573389264,3.6837,1.65,2.126,0.40625,13.380,4.6,-1.76
"('Ti', 'Zr', 'Sc', 'Cr', 'Ir')",5.218,2136.6,11.0828,8.7438,85.6526,110.6,0.066406573389264,3.8695,1.618,2.1046,0.40625,13.380,5.2,-35.04
"('Ti', 'Zr', 'Sc', 'Cr', 'Au')",4.592,1867.4,11.420800000000000,8.092,86.60260000000000,113.8,0.066406573389264,3.9699,1.686,2.111,0.40625,13.380,5.6,-32.16
"('Ti', 'Zr', 'Sc', 'Cr', 'Al')",4.508,1786.6,11.378800000000000,4.772,52.605000000000000,111.4,0.0861782892082697,3.4587,1.5,1.914,0.40625,13.380,4.0,-20.48
"('Ti', 'Zr', 'Sc', 'Cr', 'In')",4.334,1686.0,12.530800000000000,5.694,70.17260000000000,118.4,0.0557773351022719,3.43322,1.534,1.989,0.40625,13.380,4.0,-7.36
"('Ti', 'Zr', 'Sc', 'Cr', 'La')",4.724000000000000,1838.6,13.856,5.462000000000000,74.9906,117.0,0.127528111896263,3.42352,1.398,2.195,0.333,13.380,4.0,7.36
"('Ti', 'Zr', 'Sc', 'Ga', 'Ni')",4.46,1579.8,11.6114,5.764200000000000,62.492000000000000,113.0,0.0803877562693764,3.5814,1.59,1.866,0.40625,13.380,4.8,-36.32
"('Ti', 'Zr', 'Sc', 'Ga', 'Y')",4.446,1593.8,14.2694,4.877800000000000,68.5346,117.6,0.122174595598875,3.3544,1.452,2.018,0.351351,13.380,3.4,-16.64
"('Ti', 'Zr', 'Sc', 'Ga', 'Nb')",5.086,1783.6,12.459400000000000,5.7,69.3346,116.0,0.0731306729591176,3.4694,1.528,1.982,0.40625,13.380,3.8,-11.68
"('Ti', 'Zr', 'Sc', 'Ga', 'Mo')",4.936,1812.6,12.1694,6.024,69.94340000000000,115.4,0.0731306729591176,3.4854,1.64,1.974,0.40625,13.380,4.0,-12.96
"('Ti', 'Zr', 'Sc', 'Ga', 'Tc')",4.942,1723.6,12.019400000000000,6.184,70.3348,114.8,0.0803877562693764,3.4847,1.588,1.96,0.40625,13.380,4.2,-36.8
"('Ti', 'Zr', 'Sc', 'Ga', 'Ru')",4.92,1751.2,11.9274,6.404000000000000,70.9674,113.4,0.0873426293482289,3.5423,1.648,1.951,0.40625,13.380,4.4,-39.36
"('Ti', 'Zr', 'Sc', 'Ga', 'Ta')",5.192,1889.2,12.4634,7.264,86.9434,116.6,0.0731306729591176,3.489,1.508,1.988,0.40625,13.380,3.8,-12.64
"('Ti', 'Zr', 'Sc', 'Ga', 'W')",5.352000000000000,1971.2,12.1874,7.8332,87.5214,115.8,0.0803877562693764,3.5693,1.68,1.977,0.40625,13.380,4.0,-13.44
"('Ti', 'Zr', 'Sc', 'Ga', 'Ir')",4.96,1771.2,11.997400000000000,8.4958,89.1974,114.2,0.0803877562693764,3.7551,1.648,1.9556,0.40625,13.380,4.6,-48.8
"('Ti', 'Zr', 'Sc', 'Ga', 'Au')",4.334,1502.0,12.3354,7.844000000000000,90.1474,117.4,0.0803877562693764,3.8555,1.716,1.962,0.40625,13.380,5.0,-48.48
"('Ti', 'Zr', 'Sc', 'Ga', 'Al')",4.25,1421.2,12.2934,4.524,56.149800000000000,115.0,0.0960435330773652,3.3443,1.53,1.765,0.40625,13.380,3.4,-32
"('Ti', 'Zr', 'Sc', 'Ga', 'In')",4.076,1320.6,13.445400000000000,5.446,73.7174,122.0,0.0758444064886615,3.31882,1.564,1.84,0.40625,13.380,3.4,-23.36
"('Ti', 'Zr', 'Sc', 'Ga', 'La')",4.466000000000000,1473.2,14.770600000000000,5.214,78.53540000000000,120.6,0.142475069044185,3.30912,1.428,2.046,0.333,13.380,3.4,-15.2
"('Ti', 'Zr', 'Sc', 'Ni', 'Y')",4.772,1878.4,13.2268,5.476000000000000,66.3292,113.6,0.113592366849412,3.604,1.472,2.115,0.351351,13.380,4.8,-18.72
"('Ti', 'Zr', 'Sc', 'Ni', 'Nb')",5.412000000000000,2068.2,11.4168,6.2982,67.1292,112.0,0.0630858401054124,3.719,1.548,2.079,0.40625,13.380,5.2,-18.72
"('Ti', 'Zr', 'Sc', 'Ni', 'Mo')",5.2620000000000000,2097.2,11.126800000000000,6.622200000000000,67.738,111.4,0.0630858401054124,3.735,1.66,2.071,0.40625,13.380,5.4,-18.72
"('Ti', 'Zr', 'Sc', 'Ni', 'Tc')",5.268000000000000,2008.2,10.9768,6.7822000000000000,68.1294,110.8,0.0723316447013901,3.7343,1.608,2.057,0.40625,13.380,5.6,-38.56
"('Ti', 'Zr', 'Sc', 'Ni', 'Ru')",5.246,2035.8,10.884800000000000,7.0022,68.762,109.4,0.0803877562693764,3.7919,1.668,2.048,0.40625,13.380,5.8,-41.12
"('Ti', 'Zr', 'Sc', 'Ni', 'Ta')",5.518000000000000,2173.8,11.420800000000000,7.8622,84.738,112.6,0.0630858401054124,3.7386,1.528,2.085,0.40625,13.380,5.2,-19.2
"('Ti', 'Zr', 'Sc', 'Ni', 'W')",5.678,2255.8,11.1448,8.4314,85.316,111.8,0.0723316447013901,3.8189,1.7,2.074,0.40625,13.380,5.4,-19.2
"('Ti', 'Zr', 'Sc', 'Ni', 'Ir')",5.2860000000000000,2055.8,10.9548,9.094,86.992,110.2,0.0723316447013901,4.0047,1.668,2.0526,0.40625,13.380,6.0,-49.28
"('Ti', 'Zr', 'Sc', 'Ni', 'Au')",4.66,1786.6,11.292800000000000,8.4422,87.94200000000000,113.4,0.0723316447013901,4.1051,1.736,2.059,0.40625,13.380,6.4,-47.84
"('Ti', 'Zr', 'Sc', 'Ni', 'Al')",4.5760000000000000,1705.8,11.250800000000000,5.1222,53.944400000000000,111.0,0.0900985924945809,3.5939,1.55,1.862,0.40625,13.380,4.8,-39.2
"('Ti', 'Zr', 'Sc', 'Ni', 'In')",4.402,1605.2,12.402800000000000,6.0442,71.512,118.0,0.0650695282874666,3.56842,1.584,1.937,0.40625,13.380,4.8,-27.04
"('Ti', 'Zr', 'Sc', 'Ni', 'La')",4.792,1757.8,13.728,5.8122,76.33,116.6,0.134514089693904,3.55872,1.448,2.143,0.333,13.380,4.8,-16.48
"('Ti', 'Zr', 'Sc', 'Y', 'Nb')",5.398000000000000,2082.2,14.0748,5.4118000000000000,73.1718,116.6,0.0999005550404991,3.492,1.41,2.231,0.351351,13.380,3.8,14.56
"('Ti', 'Zr', 'Sc', 'Y', 'Mo')",5.248,2111.2,13.784800000000000,5.735800000000000,73.7806,116.0,0.0999005550404991,3.508,1.522,2.223,0.351351,13.380,4.0,9.92
"('Ti', 'Zr', 'Sc', 'Y', 'Tc')",5.2540000000000000,2022.2,13.634800000000000,5.8958000000000000,74.172,115.4,0.113592366849412,3.5073,1.47,2.209,0.351351,13.380,4.2,-19.68
"('Ti', 'Zr', 'Sc', 'Y', 'Ru')",5.232000000000000,2049.8,13.5428,6.1158,74.80460000000000,114.0,0.122174595598875,3.5649,1.53,2.2,0.351351,13.380,4.4,-22.88
"('Ti', 'Zr', 'Sc', 'Y', 'Ta')",5.5040000000000000,2187.8,14.078800000000000,6.9758,90.7806,117.2,0.0999005550404991,3.5116,1.39,2.237,0.351351,13.380,3.8,13.44
"('Ti', 'Zr', 'Sc', 'Y', 'W')",5.664,2269.8,13.8028,7.545000000000000,91.3586,116.4,0.113592366849412,3.5919,1.562,2.226,0.351351,13.380,4.0,8.8
"('Ti', 'Zr', 'Sc', 'Y', 'Ir')",5.272,2069.8,13.612800000000000,8.2076,93.0346,114.8,0.113592366849412,3.7777,1.53,2.2046,0.351351,13.380,4.6,-33.76
"('Ti', 'Zr', 'Sc', 'Y', 'Au')",4.646,1800.6,13.950800000000000,7.5558,93.9846,118.0,0.113592366849412,3.8781,1.598,2.211,0.351351,13.380,5.0,-37.12
"('Ti', 'Zr', 'Sc', 'Y', 'Al')",4.562,1719.8,13.9088,4.235800000000000,59.98700000000000,115.6,0.131695697252354,3.3669,1.412,2.014,0.351351,13.380,3.4,-18.08
"('Ti', 'Zr', 'Sc', 'Y', 'In')",4.388,1619.2,15.0608,5.1578,77.55460000000000,122.6,0.0920046467819372,3.34142,1.446,2.089,0.351351,13.380,3.4,-9.44
"('Ti', 'Zr', 'Sc', 'Y', 'La')",4.7780000000000000,1771.8,16.386,4.9258,82.3726,121.2,0.12065533939886,3.33172,1.31,2.295,0.333,13.380,3.4,11.52
"('Ti', 'Zr', 'Sc', 'Nb', 'Mo')",5.888,2301.0,11.9748,6.558,74.5806,114.4,0.0493185854251634,3.623,1.598,2.187,0.40625,13.380,4.4,4.96
"('Ti', 'Zr', 'Sc', 'Nb', 'Tc')",5.894,2212.0,11.8248,6.718000000000000,74.97200000000000,113.8,0.0630858401054124,3.6223,1.546,2.173,0.40625,13.380,4.6,-20.96
"('Ti', 'Zr', 'Sc', 'Nb', 'Ru')",5.872,2239.6,11.732800000000000,6.938,75.6046,112.4,0.0731306729591176,3.6799,1.606,2.164,0.40625,13.380,4.8,-24.16
"('Ti', 'Zr', 'Sc', 'Nb', 'Ta')",6.144,2377.6,12.2688,7.798000000000000,91.5806,115.6,0.0493185854251634,3.6266,1.466,2.201,0.40625,13.380,4.2,8.96
"('Ti', 'Zr', 'Sc', 'Nb', 'W')",6.304,2459.6,11.992800000000000,8.3672,92.1586,114.8,0.0630858401054124,3.7069,1.638,2.19,0.40625,13.380,4.4,3.52
"('Ti', 'Zr', 'Sc', 'Nb', 'Ir')",5.912000000000000,2259.6,11.8028,9.0298,93.8346,113.2,0.0630858401054124,3.8927,1.606,2.1686,0.40625,13.380,5.0,-33.92
"('Ti', 'Zr', 'Sc', 'Nb', 'Au')",5.286,1990.4,12.1408,8.378,94.7846,116.4,0.0630858401054124,3.9931,1.674,2.175,0.40625,13.380,5.4,-30.56
"('Ti', 'Zr', 'Sc', 'Nb', 'Al')",5.202,1909.6,12.0988,5.058,60.78700000000000,114.0,0.084465163544248,3.4819,1.488,1.978,0.40625,13.380,3.8,-15.04
"('Ti', 'Zr', 'Sc', 'Nb', 'In')",5.0280000000000000,1809.0,13.250800000000000,5.9800000000000000,78.3546,121.0,0.0486653591281428,3.45642,1.522,2.053,0.40625,13.380,3.8,-1.44
"('Ti', 'Zr', 'Sc', 'Nb', 'La')",5.418,1961.6,14.576000000000000,5.748,83.17260000000000,119.6,0.121629431483104,3.44672,1.386,2.259,0.333,13.380,3.8,17.12
"('Ti', 'Zr', 'Sc', 'Mo', 'Tc')",5.744,2241.0,11.5348,7.042,75.5808,113.2,0.0630858401054124,3.6383,1.658,2.165,0.40625,13.380,4.8,-20.64
"('Ti', 'Zr', 'Sc', 'Mo', 'Ru')",5.7220000000000000,2268.6,11.442800000000000,7.2620000000000000,76.21340000000000,111.8,0.0731306729591176,3.6959,1.718,2.156,0.40625,13.380,5.0,-23.52
"('Ti', 'Zr', 'Sc', 'Mo', 'Ta')",5.994,2406.6,11.978800000000000,8.122,92.1894,115.0,0.0493185854251634,3.6426,1.578,2.193,0.40625,13.380,4.4,4.48
"('Ti', 'Zr', 'Sc', 'Mo', 'W')",6.154000000000000,2488.6,11.7028,8.6912,92.7674,114.2,0.0630858401054124,3.7229,1.75,2.182,0.40625,13.380,4.6,1.12
"('Ti', 'Zr', 'Sc', 'Mo', 'Ir')",5.7620000000000000,2288.6,11.512800000000000,9.353800000000000,94.4434,112.6,0.0630858401054124,3.9087,1.718,2.1606,0.40625,13.380,5.2,-32.48
"('Ti', 'Zr', 'Sc', 'Mo', 'Au')",5.136,2019.4,11.850800000000000,8.702000000000000,95.3934,115.8,0.0630858401054124,4.0091,1.786,2.167,0.40625,13.380,5.6,-28.64
"('Ti', 'Zr', 'Sc', 'Mo', 'Al')",5.0520000000000000,1938.6,11.808800000000000,5.382,61.39580000000000,113.4,0.084465163544248,3.4979,1.6,1.97,0.40625,13.380,4.0,-16.64
"('Ti', 'Zr', 'Sc', 'Mo', 'In')",4.878,1838.0,12.9608,6.304,78.96340000000000,120.4,0.0486653591281428,3.47242,1.634,2.045,0.40625,13.380,4.0,-2.24
"('Ti', 'Zr', 'Sc', 'Mo', 'La')",5.268,1990.6,14.286000000000000,6.072,83.7814,119.0,0.121629431483104,3.46272,1.498,2.251,0.333,13.380,4.0,12.64
"('Ti', 'Zr', 'Sc', 'Tc', 'Ru')",5.728,2179.6,11.292800000000000,7.422,76.6048,111.2,0.0803877562693764,3.6952,1.666,2.142,0.40625,13.380,5.2,-42.4
"('Ti', 'Zr', 'Sc', 'Tc', 'Ta')",6.0,2317.6,11.828800000000000,8.282,92.5808,114.4,0.0630858401054124,3.6419,1.526,2.179,0.40625,13.380,4.6,-21.44
"('Ti', 'Zr', 'Sc', 'Tc', 'W')",6.160000000000000,2399.6,11.552800000000000,8.8512,93.1588,113.6,0.0723316447013901,3.7222,1.698,2.168,0.40625,13.380,4.8,-21.12
"('Ti', 'Zr', 'Sc', 'Tc', 'Ir')",5.768,2199.6,11.362800000000000,9.5138,94.8348,112.0,0.0723316447013901,3.908,1.666,2.1466,0.40625,13.380,5.4,-50.56
"('Ti', 'Zr', 'Sc', 'Tc', 'Au')",5.1420000000000000,1930.4,11.700800000000000,8.862,95.78480000000000,115.2,0.0723316447013901,4.0084,1.734,2.153,0.40625,13.380,5.8,-48
"('Ti', 'Zr', 'Sc', 'Tc', 'Al')",5.058,1849.6,11.658800000000000,5.542,61.787200000000000,112.8,0.0900985924945809,3.4972,1.548,1.956,0.40625,13.380,4.2,-40.16
"('Ti', 'Zr', 'Sc', 'Tc', 'In')",4.8840000000000000,1749.0,12.8108,6.464,79.3548,119.8,0.0650695282874666,3.47172,1.582,2.031,0.40625,13.380,4.2,-26.88
"('Ti', 'Zr', 'Sc', 'Tc', 'La')",5.274000000000000,1901.6,14.136000000000000,6.232000000000000,84.17280000000000,118.4,0.134514089693904,3.46202,1.446,2.237,0.333,13.380,4.2,-17.12
"('Ti', 'Zr', 'Sc', 'Ru', 'Ta')",5.978,2345.2,11.7368,8.502000000000000,93.21340000000000,113.0,0.0731306729591176,3.6995,1.586,2.17,0.40625,13.380,4.8,-24.48
"('Ti', 'Zr', 'Sc', 'Ru', 'W')",6.138,2427.2,11.4608,9.0712,93.7914,112.2,0.0803877562693764,3.7798,1.758,2.159,0.40625,13.380,5.0,-24
"('Ti', 'Zr', 'Sc', 'Ru', 'Ir')",5.746,2227.2,11.2708,9.733800000000000,95.4674,110.6,0.0803877562693764,3.9656,1.726,2.1376,0.40625,13.380,5.6,-52.8
"('Ti', 'Zr', 'Sc', 'Ru', 'Au')",5.120000000000000,1958.0,11.6088,9.082000000000000,96.4174,113.8,0.0803877562693764,4.066,1.794,2.144,0.40625,13.380,6.0,-50.24
"('Ti', 'Zr', 'Sc', 'Ru', 'Al')",5.036,1877.2,11.5668,5.762,62.41980000000000,111.4,0.0960435330773652,3.5548,1.608,1.947,0.40625,13.380,4.4,-42.72
"('Ti', 'Zr', 'Sc', 'Ru', 'In')",4.862,1776.6,12.7188,6.684,79.98740000000000,118.4,0.0758444064886615,3.52932,1.642,2.022,0.40625,13.380,4.4,-29.44
"('Ti', 'Zr', 'Sc', 'Ru', 'La')",5.252,1929.2,14.044,6.452,84.8054,117.0,0.142475069044185,3.51962,1.506,2.228,0.333,13.380,4.4,-20.32
"('Ti', 'Zr', 'Sc', 'Ta', 'W')",6.410000000000000,2565.2,11.9968,9.931200000000000,109.7674,115.4,0.0630858401054124,3.7265,1.618,2.196,0.40625,13.380,4.4,3.04
"('Ti', 'Zr', 'Sc', 'Ta', 'Ir')",6.018,2365.2,11.8068,10.593800000000000,111.4434,113.8,0.0630858401054124,3.9123,1.586,2.1746,0.40625,13.380,5.0,-34.4
"('Ti', 'Zr', 'Sc', 'Ta', 'Au')",5.3920000000000000,2096.0,12.1448,9.942000000000000,112.3934,117.0,0.0630858401054124,4.0127,1.654,2.181,0.40625,13.380,5.4,-31.2
"('Ti', 'Zr', 'Sc', 'Ta', 'Al')",5.308,2015.2,12.1028,6.622,78.39580000000000,114.6,0.084465163544248,3.5015,1.468,1.984,0.40625,13.380,3.8,-15.84
"('Ti', 'Zr', 'Sc', 'Ta', 'In')",5.1340000000000000,1914.6,13.2548,7.544,95.96340000000000,121.6,0.0486653591281428,3.47602,1.502,2.059,0.40625,13.380,3.8,-2.4
"('Ti', 'Zr', 'Sc', 'Ta', 'La')",5.524000000000000,2067.2,14.580000000000000,7.312000000000000,100.7814,120.2,0.121629431483104,3.46632,1.366,2.265,0.333,13.380,3.8,16
"('Ti', 'Zr', 'Sc', 'W', 'Ir')",6.178000000000000,2447.2,11.5308,11.163,112.02140000000000,113.0,0.0723316447013901,3.9926,1.758,2.1636,0.40625,13.380,5.2,-32.8
"('Ti', 'Zr', 'Sc', 'W', 'Au')",5.5520000000000000,2178.0,11.8688,10.511200000000000,112.97140000000000,116.2,0.0723316447013901,4.093,1.826,2.17,0.40625,13.380,5.6,-28.32
"('Ti', 'Zr', 'Sc', 'W', 'Al')",5.468000000000000,2097.2,11.8268,7.1912,78.97380000000000,113.8,0.0900985924945809,3.5818,1.64,1.973,0.40625,13.380,4.0,-17.28
"('Ti', 'Zr', 'Sc', 'W', 'In')",5.2940000000000000,1996.6,12.978800000000000,8.1132,96.54140000000000,120.8,0.0650695282874666,3.55632,1.674,2.048,0.40625,13.380,4.0,-2.56
"('Ti', 'Zr', 'Sc', 'W', 'La')",5.684,2149.2,14.304000000000000,7.8812,101.35940000000000,119.4,0.134514089693904,3.54662,1.538,2.254,0.333,13.380,4.0,11.68
"('Ti', 'Zr', 'Sc', 'Ir', 'Au')",5.16,1978.0,11.678800000000000,11.1738,114.64740000000000,114.6,0.0723316447013901,4.2788,1.794,2.1486,0.40625,13.380,6.2,-58.4
"('Ti', 'Zr', 'Sc', 'Ir', 'Al')",5.0760000000000000,1897.2,11.6368,7.8538000000000000,80.6498,112.2,0.0900985924945809,3.7676,1.608,1.9516,0.40625,13.380,4.6,-52
"('Ti', 'Zr', 'Sc', 'Ir', 'In')",4.902,1796.6,12.788800000000000,8.7758,98.21740000000000,119.2,0.0650695282874666,3.74212,1.642,2.0266,0.40625,13.380,4.6,-38.88
"('Ti', 'Zr', 'Sc', 'Ir', 'La')",5.292,1949.2,14.114000000000000,8.543800000000000,103.03540000000000,117.8,0.134514089693904,3.73242,1.506,2.2326,0.333,13.380,4.6,-31.36
"('Ti', 'Zr', 'Sc', 'Au', 'Al')",4.45,1628.0,11.9748,7.202000000000000,81.5998,115.4,0.0900985924945809,3.868,1.676,1.958,0.40625,13.380,5.0,-50.72
"('Ti', 'Zr', 'Sc', 'Au', 'In')",4.276,1527.4,13.1268,8.124,99.16740000000000,122.4,0.0650695282874666,3.84252,1.71,2.033,0.40625,13.380,5.0,-40.64
"('Ti', 'Zr', 'Sc', 'Au', 'La')",4.6660000000000000,1680.0,14.452000000000000,7.892,103.9854,121.0,0.134514089693904,3.83282,1.574,2.239,0.333,13.380,5.0,-35.36
"('Ti', 'Zr', 'Sc', 'Al', 'In')",4.192,1446.6,13.084800000000000,4.804,65.16980000000000,120.0,0.0876469301137756,3.33132,1.524,1.836,0.40625,13.380,3.4,-24.48
"('Ti', 'Zr', 'Sc', 'Al', 'La')",4.582,1599.2,14.41,4.572,69.98780000000000,118.6,0.151303734187852,3.32162,1.388,2.042,0.333,13.380,3.4,-16.48
"('Ti', 'Zr', 'Sc', 'In', 'La')",4.4080000000000000,1498.6,15.562000000000000,5.494,87.5554,125.6,0.113513458897496,3.29614,1.422,2.117,0.333,13.380,3.4,-8.32
"('Ti', 'Zr', 'V', 'Cr', 'Ga')",4.674,1730.8,10.4034,6.016,62.3498,111.8,0.0597614304667206,3.4991,1.594,1.854,0.419355,13.380,4.4,-15.84
"('Ti', 'Zr', 'V', 'Cr', 'Ni')",5.000000000000000,2015.4,9.360800000000000,6.614200000000000,60.144400000000000,107.8,0.0521168030379385,3.7487,1.614,1.951,0.419355,13.380,5.8,-21.76
"('Ti', 'Zr', 'V', 'Cr', 'Y')",4.986000000000000,2029.4,12.018800000000000,5.7278,66.18700000000000,112.4,0.121030906506604,3.5217,1.476,2.103,0.351351,13.380,4.4,4
"('Ti', 'Zr', 'V', 'Cr', 'Nb')",5.626,2219.2,10.2088,6.55,66.98700000000000,110.8,0.0474288810008745,3.6367,1.552,2.067,0.419355,13.380,4.8,-4.64
"('Ti', 'Zr', 'V', 'Cr', 'Mo')",5.476000000000000,2248.2,9.918800000000000,6.8740000000000000,67.59580000000000,110.2,0.0474288810008745,3.6527,1.664,2.059,0.419355,13.380,5.0,-5.92
"('Ti', 'Zr', 'V', 'Cr', 'Tc')",5.482000000000000,2159.2,9.7688,7.034000000000000,67.9872,109.6,0.0521168030379385,3.652,1.612,2.045,0.419355,13.380,5.2,-23.84
"('Ti', 'Zr', 'V', 'Cr', 'Ru')",5.460000000000000,2186.8,9.6768,7.2540000000000000,68.61980000000000,108.2,0.0597614304667206,3.7096,1.672,2.036,0.419355,13.380,5.4,-26.56
"('Ti', 'Zr', 'V', 'Cr', 'Ta')",5.732000000000000,2324.8,10.2128,8.114,84.59580000000000,111.4,0.0474288810008745,3.6563,1.532,2.073,0.419355,13.380,4.8,-4.96
"('Ti', 'Zr', 'V', 'Cr', 'W')",5.892,2406.8,9.9368,8.6832,85.1738,110.6,0.0521168030379385,3.7366,1.704,2.062,0.419355,13.380,5.0,-6.72
"('Ti', 'Zr', 'V', 'Cr', 'Ir')",5.500000000000000,2206.8,9.746800000000000,9.3458,86.8498,109.0,0.0521168030379385,3.9224,1.672,2.0406,0.419355,13.380,5.6,-33.92
"('Ti', 'Zr', 'V', 'Cr', 'Au')",4.8740000000000000,1937.6,10.0848,8.694000000000000,87.7998,112.2,0.0521168030379385,4.0228,1.74,2.047,0.419355,13.380,6.0,-26.72
"('Ti', 'Zr', 'V', 'Cr', 'Al')",4.790000000000000,1856.8,10.0428,5.3740000000000000,53.802200000000000,109.8,0.0697507893153414,3.5116,1.554,1.85,0.419355,13.380,4.4,-20.32
"('Ti', 'Zr', 'V', 'Cr', 'In')",4.6160000000000000,1756.2,11.194800000000000,6.296,71.36980000000000,116.8,0.057700691485109,3.48612,1.588,1.925,0.419,13.380,4.4,-4
"('Ti', 'Zr', 'V', 'Cr', 'La')",5.006,1908.8,12.52,6.064,76.18780000000000,115.4,0.144087631928423,3.47642,1.452,2.131,0.333,13.380,4.4,7.2
"('Ti', 'Zr', 'V', 'Ga', 'Ni')",4.742,1650.0,10.275400000000000,6.3662,63.68920000000000,111.4,0.0618872321369956,3.6343,1.644,1.802,0.419355,13.380,5.2,-31.04
"('Ti', 'Zr', 'V', 'Ga', 'Y')",4.728,1664.0,12.9334,5.4798,69.7318,116.0,0.133217672760262,3.4073,1.506,1.954,0.351351,13.380,3.8,-12.16
"('Ti', 'Zr', 'V', 'Ga', 'Nb')",5.368,1853.8,11.1234,6.302,70.5318,114.4,0.0610093990570385,3.5223,1.582,1.918,0.419355,13.380,4.2,-12.8
